OrderNumber,OrderDate,Channel,Warehouse Code,Order Quantity,Unit Price,Unit Cost,Customer Name,Customer Email,Product Name,Channel Code,Channel Alt. Name,Channel Importance,Channel Prior Code,Delivery City
SO - 0006368,2016-06-12,Distributor,NXH382,5,214.4,132.928,Realbuzz Ltd,gandrews39@nifty.com,Product 15,DIST,Regional,Mid,REGIONS,"HELSINKI, Finland"
SO - 0006369,2016-06-12,Distributor,AXW291,7,1058.6000000000001,561.0580000000001,Browsetype Corp,fbutlerco@1und1.de,Product 10,DIST,Regional,Mid,REGIONS,"Kharkov, Ukraine"
SO - 0006370,2016-06-12,Distributor,NXH382,7,1695.1000000000001,1101.815,Topco Company,phenry4a@samsung.com,Product 15,DIST,Regional,Mid,REGIONS,"VILNIUS, Lithuania"
SO - 0006371,2016-06-13,Wholesale,AXW291,8,2385.2000000000003,1025.6360000000002,Zoomzone Corp,kwheeler2h@army.mil,Product 7,WHOLE,Local,Low,SUPER,"Milano (Milan), Italy"
SO - 0006372,2016-06-13,Wholesale,GUT930,10,1279.7,652.647,Actavis Company,jkimw@netscape.com,Product 6,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 0006373,2016-06-13,Wholesale,NXH382,10,3028.4,1877.608,Devpoint Group,lsanchez5d@umich.edu,Product 10,WHOLE,Local,Low,SUPER,"Dortmund, Germany"
SO - 0006374,2016-06-13,Wholesale,AXW291,8,1125.6000000000001,855.4560000000001,Aimbo Corp,criveramf@mysql.com,Product 3,WHOLE,Local,Low,SUPER,"Hamburg, Germany"
SO - 0006375,2016-06-13,Export,AXW291,12,904.5,407.02500000000003,H Ltd,pgonzales7y@youku.com,Product 6,EXP,International,High,INTL,"Lódz, Poland"
SO - 0006376,2016-06-13,Wholesale,NXH382,12,2425.4,970.1600000000001,GOOD Ltd,dhanson5@com.com,Product 4,WHOLE,Local,Low,SUPER,"LISBOA (Lisbon), Portugal"
SO - 0006377,2016-06-14,Wholesale,AXW291,5,5601.2,4032.8639999999996,Rhynoodle Ltd,wshawq2@mlb.com,Product 6,WHOLE,Local,Low,SUPER,"Odessa, Ukraine"
SO - 0006378,2016-06-14,Wholesale,GUT930,9,1768.8,1308.912,American Corp,ecollinsd1@seesaa.net,Product 2,WHOLE,Local,Low,SUPER,"STOCKHOLM, Sweden"
SO - 0006379,2016-06-14,Wholesale,AXW291,8,1038.5,726.9499999999999,Centizu Company,sgarcia9k@myspace.com,Product 10,WHOLE,Local,Low,SUPER,"BERLIN, Germany"
SO - 0006380,2016-06-14,Wholesale,FLR025,11,904.5,587.9250000000001,Camido Company,alopez2b@vistaprint.com,Product 9,WHOLE,Local,Low,SUPER,"Mykolaiv, Ukraine"
SO - 0006381,2016-06-14,Wholesale,GUT930,7,3102.1,1271.8609999999999,Cogidoo Company,mcarrolli3@foxnews.com,Product 14,WHOLE,Local,Low,SUPER,"Salonika, Greece"
SO - 0006382,2016-06-14,Wholesale,GUT930,5,2398.6,1223.286,US Ltd,astone14@shareasale.com,Product 2,WHOLE,Local,Low,SUPER,"Genova, Italy"
SO - 0006383,2016-06-14,Wholesale,AXW291,12,2659.9,2207.717,Blogspan Ltd,ghuntf5@gravatar.com,Product 8,WHOLE,Local,Low,SUPER,"ROMA, Italy"
SO - 0006384,2016-06-15,Distributor,NXH382,7,1266.3,810.432,Aromaticos Company,jprice67@issuu.com,Product 4,DIST,Regional,Mid,REGIONS,"Zaragoza, Spain"
SO - 0006385,2016-06-15,Distributor,NXH382,8,3879.3,2715.5099999999998,Omba Group,fbryant5n@alibaba.com,Product 10,DIST,Regional,Mid,REGIONS,"Málaga, Spain"
SO - 0006386,2016-06-15,Wholesale,FLR025,9,1742.0,1323.92,Talane Group,ajacobs49@ow.ly,Product 3,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0006387,2016-06-15,Wholesale,GUT930,12,3242.8,1751.1120000000003,Shuffledri Group,vlittle3@wordpress.com,Product 1,WHOLE,Local,Low,SUPER,"STOCKHOLM, Sweden"
SO - 0006388,2016-06-15,Distributor,FLR025,8,1051.9,715.2920000000001,Realpoint Corp,mgeorgecd@elegantthemes.com,Product 3,DIST,Regional,Mid,REGIONS,"Mykolaiv, Ukraine"
SO - 0006389,2016-06-15,Wholesale,AXW291,7,1139.0,455.6,Zoonoodle Ltd,jphillipsj2@imgur.com,Product 10,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0006390,2016-06-16,Distributor,GUT930,11,5159.0,2321.55,Thoughtmix Ltd,ssanchez5k@netvibes.com,Product 10,DIST,Regional,Mid,REGIONS,"Wroclaw (Breslau), Poland"
SO - 0006391,2016-06-16,Distributor,AXW291,9,3691.7000000000003,2104.269,Epic Group,sruizd@wikia.com,Product 7,DIST,Regional,Mid,REGIONS,"WARSZAWA (Warsaw), Poland"
SO - 0006392,2016-06-16,Export,AXW291,12,797.3000000000001,518.2450000000001,Voolith Ltd,ddayqi@amazon.co.jp,Product 14,EXP,International,High,INTL,"Napoli (Naples), Italy"
SO - 0006393,2016-06-16,Wholesale,NXH382,9,1969.8,965.202,Podcat Corp,wgreenks@ocn.ne.jp,Product 12,WHOLE,Local,Low,SUPER,"HELSINKI, Finland"
SO - 0006394,2016-06-16,Export,AXW291,6,201.0,82.41,CARDINAL Group,emarshall1o@multiply.com,Product 15,EXP,International,High,INTL,"WIEN (Vienna), Austria"
SO - 0006395,2016-06-16,Wholesale,GUT930,10,5453.8,3544.9700000000003,Mydeo Ltd,sjohnstonjs@deliciousdays.com,Product 12,WHOLE,Local,Low,SUPER,"STOCKHOLM, Sweden"
SO - 0006396,2016-06-16,Wholesale,FLR025,6,5038.400000000001,3375.7280000000005,Quimm Company,rhenry7y@squarespace.com,Product 14,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0006397,2016-06-16,Wholesale,AXW291,6,2324.9,1534.4340000000002,Shuffledri Group,vlittle3@wordpress.com,Product 5,WHOLE,Local,Low,SUPER,"Odessa, Ukraine"
SO - 0006398,2016-06-16,Wholesale,AXW291,6,3417.0,2084.37,Eayo Company,jcastillo1w@independent.co.uk,Product 12,WHOLE,Local,Low,SUPER,"WIEN (Vienna), Austria"
SO - 0006399,2016-06-17,Wholesale,AXW291,6,1333.3,1026.641,Geiss Company,lharrison3v@eepurl.com,Product 3,WHOLE,Local,Low,SUPER,"Napoli (Naples), Italy"
SO - 0006400,2016-06-17,Wholesale,AXW291,5,5219.3,3027.194,Arbor Company,ajenkinsbb@feedburner.com,Product 11,WHOLE,Local,Low,SUPER,"Torino (Turin), Italy"
SO - 0006401,2016-06-17,Export,GUT930,12,1078.7,776.664,Aldi Ltd,fcampbell80@360.cn,Product 14,EXP,International,High,INTL,"Salonika, Greece"
SO - 0006402,2016-06-17,Export,AXW291,8,1849.2,1442.376,Browsetype Corp,fbutlerco@1und1.de,Product 4,EXP,International,High,INTL,"Barcelona, Spain"
SO - 0006403,2016-06-17,Distributor,AXW291,5,1333.3,986.6419999999999,Zooveo Company,jevans0@guardian.co.uk,Product 4,DIST,Regional,Mid,REGIONS,"BERLIN, Germany"
SO - 0006404,2016-06-17,Export,AXW291,12,2010.0,1467.3,Nexus Group,rsanders1e@latimes.com,Product 15,EXP,International,High,INTL,"Kharkov, Ukraine"
SO - 0006405,2016-06-18,Export,GUT930,11,857.6,514.56,Mydo Corp,rramoshq@jugem.jp,Product 9,EXP,International,High,INTL,"STOCKHOLM, Sweden"
SO - 0006406,2016-06-18,Wholesale,FLR025,7,3973.1,2622.246,Nexus Group,rsanders1e@latimes.com,Product 15,WHOLE,Local,Low,SUPER,"Hannover, Germany"
SO - 0006407,2016-06-18,Distributor,GUT930,11,1118.9,861.5530000000001,Buzzshare Company,awilliamson1@craigslist.org,Product 2,DIST,Regional,Mid,REGIONS,"KISHINEV, Moldova"
SO - 0006408,2016-06-18,Export,AXW291,12,2532.6,2000.754,Omba Group,fbryant5n@alibaba.com,Product 14,EXP,International,High,INTL,"Hamburg, Germany"
SO - 0006409,2016-06-18,Distributor,NXH382,12,3544.3,2020.251,CLINIQUE Ltd,jthompson1e@nba.com,Product 14,DIST,Regional,Mid,REGIONS,"Glasgow, UK"
SO - 0006410,2016-06-18,Wholesale,NXH382,11,2586.2000000000003,1086.2040000000002,Nexus Group,rsanders1e@latimes.com,Product 1,WHOLE,Local,Low,SUPER,"Málaga, Spain"
SO - 0006411,2016-06-18,Wholesale,NXH382,5,3839.1,2956.107,Kazu Corp,jwoodo@mit.edu,Product 10,WHOLE,Local,Low,SUPER,"LISBOA (Lisbon), Portugal"
SO - 0006412,2016-06-18,Wholesale,FLR025,7,1058.6000000000001,868.052,Epic Group,sruizd@wikia.com,Product 12,WHOLE,Local,Low,SUPER,"OSLO, Norway"
SO - 0006413,2016-06-18,Wholesale,AXW291,12,167.5,98.82499999999999,Zoonoodle Ltd,jphillipsj2@imgur.com,Product 15,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 0006414,2016-06-18,Wholesale,AXW291,11,924.6,591.744,H Ltd,pgonzales7y@youku.com,Product 4,WHOLE,Local,Low,SUPER,"BUDAPEST, Hungary"
SO - 0006415,2016-06-19,Export,AXW291,9,4013.3,2809.31,Zoonder Group,lboydnj@forbes.com,Product 9,EXP,International,High,INTL,"Milano (Milan), Italy"
SO - 0006416,2016-06-19,Export,NXH382,12,864.3000000000001,579.0810000000001,Linklinks Ltd,kjones2g@walmart.com,Product 15,EXP,International,High,INTL,"Glasgow, UK"
SO - 0006417,2016-06-19,Wholesale,AXW291,6,2371.8,1778.8500000000001,Rochester Group,ksmith4t@blinklist.com,Product 9,WHOLE,Local,Low,SUPER,"Marseille, France"
SO - 0006418,2016-06-19,Wholesale,GUT930,12,214.4,143.64800000000002,American Corp,ecollinsd1@seesaa.net,Product 9,WHOLE,Local,Low,SUPER,"Palermo, Italy"
SO - 0006419,2016-06-19,Distributor,AXW291,10,1058.6000000000001,666.9180000000001,Skiptube Ltd,jmcdonaldbb@disqus.com,Product 2,DIST,Regional,Mid,REGIONS,"LONDON, UK"
SO - 0006420,2016-06-19,Distributor,GUT930,11,1065.3,511.34399999999994,sanofi-ave Group,pday6g@plala.or.jp,Product 3,DIST,Regional,Mid,REGIONS,"Leeds, UK"
SO - 0006421,2016-06-19,Wholesale,GUT930,7,1105.5,906.51,Tekfly Group,awashington5k@devhub.com,Product 3,WHOLE,Local,Low,SUPER,"STOCKHOLM, Sweden"
SO - 0006422,2016-06-19,Distributor,GUT930,10,2646.5,1879.0149999999999,Nexus Group,rsanders1e@latimes.com,Product 14,DIST,Regional,Mid,REGIONS,"Sevilla, Spain"
SO - 0006423,2016-06-19,Wholesale,NXH382,7,2264.6,1789.034,Snaptags Ltd,jsullivangr@sun.com,Product 4,WHOLE,Local,Low,SUPER,"Glasgow, UK"
SO - 0006424,2016-06-20,Distributor,NXH382,10,1232.8,862.9599999999999,Vitz Company,pmorales92@naver.com,Product 7,DIST,Regional,Mid,REGIONS,"Rotterdam, Netherlands"
SO - 0006425,2016-06-20,Wholesale,AXW291,6,3819.0,1909.5,Dazzlesphe Corp,mpalmera6@census.gov,Product 4,WHOLE,Local,Low,SUPER,"ZAGREB, Croatia"
SO - 0006426,2016-06-20,Wholesale,AXW291,11,1011.7,819.4770000000001,The Ltd,gporter3l@nba.com,Product 5,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 0006427,2016-06-20,Export,AXW291,8,2566.1,1206.0669999999998,Mita Corp,rfoxlk@slideshare.net,Product 6,EXP,International,High,INTL,"Odessa, Ukraine"
SO - 0006428,2016-06-20,Export,AXW291,12,2934.6,1437.954,General Company,mjones2v@omniture.com,Product 3,EXP,International,High,INTL,"BERLIN, Germany"
SO - 0006429,2016-06-20,Wholesale,AXW291,7,1159.1000000000001,672.278,Brainspher Ltd,hfowler6h@xinhuanet.com,Product 11,WHOLE,Local,Low,SUPER,"München (Munich), Germany"
SO - 0006430,2016-06-20,Distributor,NXH382,10,1112.2,500.49,Aveda Group,swilson46@freewebs.com,Product 14,DIST,Regional,Mid,REGIONS,"Dortmund, Germany"
SO - 0006431,2016-06-21,Wholesale,NXH382,5,1829.1000000000001,1207.2060000000001,Epic Group,sruizd@wikia.com,Product 12,WHOLE,Local,Low,SUPER,"Zaragoza, Spain"
SO - 0006432,2016-06-21,Distributor,NXH382,11,1896.1000000000001,1573.7630000000001,Terumo Corp,pmartinez3e@fc2.com,Product 14,DIST,Regional,Mid,REGIONS,"Düsseldorf, Germany"
SO - 0006433,2016-06-21,Wholesale,AXW291,10,2974.8,1784.88,Internatio Company,bbutler13@addtoany.com,Product 3,WHOLE,Local,Low,SUPER,"Napoli (Naples), Italy"
SO - 0006434,2016-06-21,Wholesale,AXW291,7,5654.8,3110.1400000000003,Voolia Ltd,btaylorv@networksolutions.com,Product 12,WHOLE,Local,Low,SUPER,"Napoli (Naples), Italy"
SO - 0006435,2016-06-21,Distributor,FLR025,8,944.7,802.995,Cogilith Group,bnelson17@parallels.com,Product 9,DIST,Regional,Mid,REGIONS,"Mykolaiv, Ukraine"
SO - 0006436,2016-06-21,Wholesale,GUT930,12,1782.2,1372.294,Roberts Company,cwagnera2@ed.gov,Product 6,WHOLE,Local,Low,SUPER,"Kraków, Poland"
SO - 0006437,2016-06-21,Wholesale,AXW291,6,3048.5,2438.8,Arbor Company,ajenkinsbb@feedburner.com,Product 7,WHOLE,Local,Low,SUPER,"KIEV, Ukraine"
SO - 0006438,2016-06-21,Wholesale,GUT930,10,924.6,453.05400000000003,Aldi Ltd,fcampbell80@360.cn,Product 6,WHOLE,Local,Low,SUPER,"Frankfurt am Main, Germany"
SO - 0006439,2016-06-22,Distributor,AXW291,10,864.3000000000001,432.15000000000003,Muxo Group,hday5g@webnode.com,Product 2,DIST,Regional,Mid,REGIONS,"Lódz, Poland"
SO - 0006440,2016-06-22,Distributor,FLR025,5,2472.3,1928.3940000000002,Voolia Ltd,btaylorv@networksolutions.com,Product 1,DIST,Regional,Mid,REGIONS,"Hannover, Germany"
SO - 0006441,2016-06-22,Export,GUT930,8,2666.6,2239.944,Yodoo Ltd,fscottii@fotki.com,Product 5,EXP,International,High,INTL,"Frankfurt am Main, Germany"
SO - 0006442,2016-06-22,Distributor,GUT930,6,1078.7,862.96,GOOD Ltd,dhanson5@com.com,Product 15,DIST,Regional,Mid,REGIONS,"Sevilla, Spain"
SO - 0006443,2016-06-22,Export,NXH382,10,254.6,175.67399999999998,The Ltd,gporter3l@nba.com,Product 4,EXP,International,High,INTL,"Glasgow, UK"
SO - 0006444,2016-06-22,Wholesale,AXW291,12,241.20000000000002,149.544,Zoomdog Corp,gsmith1x@youku.com,Product 7,WHOLE,Local,Low,SUPER,"KIEV, Ukraine"
SO - 0006445,2016-06-22,Wholesale,GUT930,6,1025.1000000000001,635.5620000000001,Accudial Company,ngarza2s@illinois.edu,Product 12,WHOLE,Local,Low,SUPER,"Frankfurt am Main, Germany"
SO - 0006446,2016-06-22,Distributor,NXH382,8,2331.6,1025.904,Family Corp,ajacobs2g@seattletimes.com,Product 4,DIST,Regional,Mid,REGIONS,"Dortmund, Germany"
SO - 0006447,2016-06-22,Distributor,AXW291,5,2680.0,2117.2000000000003,Gabvine Ltd,aturner9s@webs.com,Product 2,DIST,Regional,Mid,REGIONS,"LONDON, UK"
SO - 0006448,2016-06-22,Wholesale,AXW291,9,6190.8,3900.204,Organon Corp,cwillis1c@theatlantic.com,Product 9,WHOLE,Local,Low,SUPER,"BUDAPEST, Hungary"
SO - 0006449,2016-06-23,Wholesale,FLR025,8,1159.1000000000001,776.5970000000001,Chatterbri Ltd,smiller24@biglobe.ne.jp,Product 6,WHOLE,Local,Low,SUPER,"KOBENHAVN (Copenhagen), Denmark"
SO - 0006450,2016-06-23,Wholesale,NXH382,5,2572.8,1569.4080000000001,Twitterbri Ltd,lburkefb@epa.gov,Product 11,WHOLE,Local,Low,SUPER,"Glasgow, UK"
SO - 0006451,2016-06-23,Wholesale,GUT930,11,6076.900000000001,4618.444,Skinder Group,slawsonci@meetup.com,Product 2,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 0006452,2016-06-23,Wholesale,NXH382,7,6338.2,4817.032,Skinder Group,slawsonci@meetup.com,Product 9,WHOLE,Local,Low,SUPER,"Dortmund, Germany"
SO - 0006453,2016-06-23,Distributor,AXW291,6,5755.3,4776.899,Flipbug Ltd,rford65@google.co.jp,Product 9,DIST,Regional,Mid,REGIONS,"BUDAPEST, Hungary"
SO - 0006454,2016-06-23,Wholesale,AXW291,6,1105.5,519.5849999999999,Tambee Company,hturnerw@answers.com,Product 10,WHOLE,Local,Low,SUPER,"Napoli (Naples), Italy"
SO - 0006455,2016-06-23,Wholesale,AXW291,11,837.5,644.875,Geiss Company,lharrison3v@eepurl.com,Product 1,WHOLE,Local,Low,SUPER,"MINSK, Belarus"
SO - 0006456,2016-06-24,Wholesale,NXH382,7,3611.3,2383.458,Army Group,aellis34@tiny.cc,Product 5,WHOLE,Local,Low,SUPER,"Essen, Germany"
SO - 0006457,2016-06-24,Wholesale,GUT930,8,3959.7000000000003,1663.074,Zoomdog Corp,gsmith1x@youku.com,Product 13,WHOLE,Local,Low,SUPER,"Salonika, Greece"
SO - 0006458,2016-06-24,Wholesale,GUT930,11,1889.4,1265.8980000000001,Janyx Group,earnold59@epa.gov,Product 8,WHOLE,Local,Low,SUPER,"ATHINAI (Athens), Greece"
SO - 0006459,2016-06-24,Wholesale,NXH382,6,2003.3,1242.046,Natures Group,dbishopcy@nasa.gov,Product 9,WHOLE,Local,Low,SUPER,"Poznan, Poland"
SO - 0006460,2016-06-24,Distributor,GUT930,11,1058.6000000000001,889.224,GOOD Ltd,dhanson5@com.com,Product 2,DIST,Regional,Mid,REGIONS,"Lvov, Ukraine"
SO - 0006461,2016-06-24,Wholesale,AXW291,12,1118.9,447.56000000000006,Janyx Group,earnold59@epa.gov,Product 8,WHOLE,Local,Low,SUPER,"Köln (Cologne), Germany"
SO - 0006462,2016-06-24,Wholesale,FLR025,9,1829.1000000000001,1225.497,Zava Group,emyers4p@princeton.edu,Product 3,WHOLE,Local,Low,SUPER,"Hannover, Germany"
SO - 0006463,2016-06-24,Wholesale,GUT930,5,1118.9,492.31600000000003,Roomm Company,hbishop6d@goodreads.com,Product 2,WHOLE,Local,Low,SUPER,"Valencia, Spain"
SO - 0006464,2016-06-24,Wholesale,AXW291,9,1768.8,1149.72,Wordtune Company,ssnyder4l@cafepress.com,Product 5,WHOLE,Local,Low,SUPER,"Kharkov, Ukraine"
SO - 0006465,2016-06-25,Export,GUT930,8,3999.9,2159.9460000000004,Colgate-Pa Group,dmorrisf1@google.pl,Product 2,EXP,International,High,INTL,"AMSTERDAM, Netherlands"
SO - 0006466,2016-06-25,Wholesale,AXW291,10,3953.0,2885.69,Ascend Ltd,wwilliamson1g@about.me,Product 9,WHOLE,Local,Low,SUPER,"Lódz, Poland"
SO - 0006467,2016-06-25,Export,AXW291,11,261.3,198.58800000000002,Cantrell Company,rcunninghamqt@bigcartel.com,Product 5,EXP,International,High,INTL,"Kharkov, Ukraine"
SO - 0006468,2016-06-25,Wholesale,AXW291,8,3845.8,2269.022,Talane Group,ajacobs49@ow.ly,Product 14,WHOLE,Local,Low,SUPER,"Barcelona, Spain"
SO - 0006469,2016-06-25,Distributor,NXH382,5,2237.8,939.8760000000001,Army Group,aellis34@tiny.cc,Product 4,DIST,Regional,Mid,REGIONS,"Poznan, Poland"
SO - 0006470,2016-06-26,Export,AXW291,9,1051.9,820.4820000000001,Realbridge Corp,sross1f@xrea.com,Product 1,EXP,International,High,INTL,"KIEV, Ukraine"
SO - 0006471,2016-06-26,Wholesale,AXW291,5,1159.1000000000001,915.6890000000002,Thoughtmix Ltd,ssanchez5k@netvibes.com,Product 12,WHOLE,Local,Low,SUPER,"Lódz, Poland"
SO - 0006472,2016-06-26,Wholesale,AXW291,11,2907.8,1570.2120000000002,Twinte Group,ebellpi@yandex.ru,Product 6,WHOLE,Local,Low,SUPER,"Odessa, Ukraine"
SO - 0006473,2016-06-26,Wholesale,AXW291,9,964.8000000000001,482.40000000000003,Flipbug Ltd,rford65@google.co.jp,Product 1,WHOLE,Local,Low,SUPER,"WARSZAWA (Warsaw), Poland"
SO - 0006474,2016-06-26,Distributor,AXW291,7,6217.6,4974.080000000001,Devpoint Group,lsanchez5d@umich.edu,Product 12,DIST,Regional,Mid,REGIONS,"BERLIN, Germany"
SO - 0006475,2016-06-26,Distributor,NXH382,7,1259.6000000000001,617.2040000000001,Talane Group,ajacobs49@ow.ly,Product 5,DIST,Regional,Mid,REGIONS,"VILNIUS, Lithuania"
SO - 0006476,2016-06-26,Export,NXH382,11,2834.1,1303.686,Terumo Corp,pmartinez3e@fc2.com,Product 14,EXP,International,High,INTL,"Stuttgart, Germany"
SO - 0006477,2016-06-26,Distributor,GUT930,6,2572.8,1595.1360000000002,Remedy Ltd,gray5n@bravesites.com,Product 8,DIST,Regional,Mid,REGIONS,"Frankfurt am Main, Germany"
SO - 0006478,2016-06-27,Wholesale,AXW291,5,1092.1000000000001,458.682,The Ltd,gporter3l@nba.com,Product 12,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0006479,2016-06-27,Distributor,AXW291,11,268.0,112.56,Cadila Ltd,joliver2c@usda.gov,Product 8,DIST,Regional,Mid,REGIONS,"ROMA, Italy"
SO - 0006480,2016-06-27,Wholesale,FLR025,8,2278.0,1571.82,Accudial Company,ngarza2s@illinois.edu,Product 12,WHOLE,Local,Low,SUPER,"OSLO, Norway"
SO - 0006481,2016-06-27,Wholesale,AXW291,5,904.5,750.735,Eayo Company,jcastillo1w@independent.co.uk,Product 10,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0006482,2016-06-27,Wholesale,AXW291,8,3892.7000000000003,1634.934,WOCKHARDT Group,mcarter8x@feedburner.com,Product 11,WHOLE,Local,Low,SUPER,"ZAGREB, Croatia"
SO - 0006483,2016-06-27,Wholesale,NXH382,8,2519.2000000000003,1158.832,Valeant Corp,bbowman1j@phpbb.com,Product 15,WHOLE,Local,Low,SUPER,"Dortmund, Germany"
SO - 0006484,2016-06-27,Wholesale,AXW291,11,1721.9,947.0450000000001,Fivebridge Ltd,vmarshall1s@freewebs.com,Product 11,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 0006485,2016-06-27,Export,GUT930,6,3886.0,2176.1600000000003,GOOD Ltd,dhanson5@com.com,Product 2,EXP,International,High,INTL,"Kryvy Rig, Ukraine"
SO - 0006486,2016-06-27,Wholesale,GUT930,7,6137.2,4480.156,Camido Company,alopez2b@vistaprint.com,Product 5,WHOLE,Local,Low,SUPER,"Kryvy Rig, Ukraine"
SO - 0006487,2016-06-28,Export,AXW291,10,247.9,188.404,CARDINAL Group,emarshall1o@multiply.com,Product 3,EXP,International,High,INTL,"MINSK, Belarus"
SO - 0006488,2016-06-28,Export,AXW291,7,2304.8,1682.5040000000001,Rochester Group,ksmith4t@blinklist.com,Product 6,EXP,International,High,INTL,"Donetsk, Ukraine"
SO - 0006489,2016-06-28,Wholesale,AXW291,12,5293.0,3228.73,GOOD Ltd,dhanson5@com.com,Product 4,WHOLE,Local,Low,SUPER,"BUCURESTI (Bucharest), Romania"
SO - 0006490,2016-06-28,Wholesale,NXH382,12,2365.1,1821.127,Vimbo Company,srice31@exblog.jp,Product 10,WHOLE,Local,Low,SUPER,"Essen, Germany"
SO - 0006491,2016-06-28,Wholesale,AXW291,12,897.8000000000001,574.5920000000001,Skajo Ltd,vwatkins8z@unblog.fr,Product 4,WHOLE,Local,Low,SUPER,"KIEV, Ukraine"
SO - 0006492,2016-06-28,Distributor,NXH382,11,201.0,150.75,Epic Group,sruizd@wikia.com,Product 14,DIST,Regional,Mid,REGIONS,"Poznan, Poland"
SO - 0006493,2016-06-28,Export,AXW291,9,1031.8,753.2139999999999,Vimbo Company,srice31@exblog.jp,Product 12,EXP,International,High,INTL,"BUDAPEST, Hungary"
SO - 0006494,2016-06-28,Wholesale,GUT930,12,1762.1000000000001,757.7030000000001,Safecor Corp,bchapmanu@geocities.jp,Product 4,WHOLE,Local,Low,SUPER,"STOCKHOLM, Sweden"
SO - 0006495,2016-06-28,Wholesale,GUT930,9,1051.9,831.0010000000001,Cogilith Group,bnelson17@parallels.com,Product 7,WHOLE,Local,Low,SUPER,"Lvov, Ukraine"
SO - 0006496,2016-06-28,Export,GUT930,12,194.3,130.181,Voolia Ltd,btaylorv@networksolutions.com,Product 11,EXP,International,High,INTL,"AMSTERDAM, Netherlands"
SO - 0006497,2016-06-29,Wholesale,AXW291,11,1842.5,810.7,Aimbo Corp,criveramf@mysql.com,Product 6,WHOLE,Local,Low,SUPER,"MINSK, Belarus"
SO - 0006498,2016-06-29,Wholesale,NXH382,6,1065.3,745.7099999999999,Johnson Ltd,rrussell6p@multiply.com,Product 11,WHOLE,Local,Low,SUPER,"VILNIUS, Lithuania"
SO - 0006499,2016-06-29,Wholesale,NXH382,5,3450.5,1725.25,Vinte Group,randerson1k@mozilla.com,Product 4,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0006500,2016-06-29,Distributor,NXH382,8,3591.2000000000003,2082.896,Eidel Corp,jrogersda@dion.ne.jp,Product 11,DIST,Regional,Mid,REGIONS,"VILNIUS, Lithuania"
SO - 0006501,2016-06-29,Export,AXW291,12,3912.8,1995.528,BB17 Company,jblackn@spiegel.de,Product 4,EXP,International,High,INTL,"MINSK, Belarus"
SO - 0006502,2016-06-29,Distributor,FLR025,6,1025.1000000000001,697.0680000000001,Gigabox Group,jjohnston3t@homestead.com,Product 6,DIST,Regional,Mid,REGIONS,"SARAJEVO, Bosnia"
SO - 0006503,2016-06-29,Wholesale,AXW291,9,716.9,379.957,Mydo Corp,rramoshq@jugem.jp,Product 8,WHOLE,Local,Low,SUPER,"Napoli (Naples), Italy"
SO - 0006504,2016-06-29,Wholesale,AXW291,9,2807.3,2049.329,NARS Group,bhamilton70@multiply.com,Product 13,WHOLE,Local,Low,SUPER,"Köln (Cologne), Germany"
SO - 0006505,2016-06-30,Wholesale,AXW291,12,3859.2000000000003,3241.728,Cogidoo Company,mcarrolli3@foxnews.com,Product 15,WHOLE,Local,Low,SUPER,"KIEV, Ukraine"
SO - 0006506,2016-06-30,Wholesale,AXW291,12,6157.3,4433.256,Pixoboo Corp,gpalmer43@hexun.com,Product 8,WHOLE,Local,Low,SUPER,"ZAGREB, Croatia"
SO - 0006507,2016-06-30,Distributor,AXW291,5,1038.5,643.87,Lazzy Group,ewright29@theatlantic.com,Product 12,DIST,Regional,Mid,REGIONS,"München (Munich), Germany"
SO - 0006508,2016-06-30,Distributor,GUT930,10,984.9,768.222,WOCKHARDT Group,mcarter8x@feedburner.com,Product 6,DIST,Regional,Mid,REGIONS,"Sevilla, Spain"
SO - 0006509,2016-06-30,Export,GUT930,6,783.9,572.247,Tekfly Group,awashington5k@devhub.com,Product 6,EXP,International,High,INTL,"Salonika, Greece"
SO - 0006510,2016-07-01,Wholesale,NXH382,11,234.5,157.115,Pacific Ltd,pkennedyt@amazon.co.uk,Product 4,WHOLE,Local,Low,SUPER,"HELSINKI, Finland"
SO - 0006511,2016-07-01,Distributor,AXW291,8,2465.6,1873.856,Eidel Corp,jrogersda@dion.ne.jp,Product 4,DIST,Regional,Mid,REGIONS,"LONDON, UK"
SO - 0006512,2016-07-01,Distributor,AXW291,5,1005.0,603.0,Talane Group,ajacobs49@ow.ly,Product 5,DIST,Regional,Mid,REGIONS,"Birmingham, UK"
SO - 0006513,2016-07-01,Distributor,GUT930,10,1072.0,718.24,Pfizer Corp,cwillis4l@answers.com,Product 1,DIST,Regional,Mid,REGIONS,"Sevilla, Spain"
